Customer_Id,Age,Income_Level,Claim_History,Credit_Score,Risk1,Risk2,Risk3,Risk4,RiskFinal
13933,19,135722,2,521,1,1,2,3,2
13934,35,35951,5,802,2,3,3,1,3
13935,24,24127,3,511,1,3,3,3,3
13936,65,55202,0,785,3,3,1,1,2
13937,28,131427,1,831,1,1,2,1,1
13938,26,90092,1,562,1,2,2,3,2
13939,62,76618,0,587,3,2,1,3,3
13940,50,86578,2,832,2,2,2,1,2
13941,55,137345,2,669,3,1,2,2,2
13942,25,123837,4,742,1,1,3,2,2
13943,27,80339,2,709,1,2,2,2,2
13944,34,53038,4,623,2,3,3,3,3
13945,54,66675,5,672,3,2,3,2,2.5
13946,27,92123,3,645,1,2,3,3,3
13947,35,34810,1,750,2,3,2,2,2
13948,54,94985,3,604,3,2,3,3,3
13949,69,64040,2,507,3,2,2,3,2.5
13950,62,133639,3,655,3,1,3,2,3
13951,33,113204,2,578,2,1,2,3,2
13952,20,123616,2,516,1,1,2,3,2
13953,43,30965,4,644,2,3,3,3,3
13954,44,90902,0,754,2,2,1,1,1.5
13955,70,31743,5,571,3,3,3,3,3
13956,54,32244,2,713,3,3,2,2,2.5
13957,25,116581,3,706,1,1,3,2,2
13958,39,144921,0,659,2,1,1,2,1.5
13959,38,48160,4,670,2,3,3,2,2.5
13960,64,110567,0,651,3,1,1,2,2
13961,44,121854,3,663,2,1,3,2,2
13962,54,37999,4,750,3,3,3,2,3
13963,55,86367,3,692,3,2,3,2,2.5
13964,37,44590,0,676,2,3,1,2,2
13965,58,88578,0,803,3,2,1,1,2
13966,46,36452,0,626,2,3,1,3,3
13967,26,55509,5,682,1,3,3,2,3
13968,31,122058,4,575,2,1,3,3,3
13969,42,71890,0,835,2,2,1,1,1.5
13970,55,146936,0,578,3,1,1,3,2
13971,32,52895,2,511,2,3,2,3,2.5
13972,23,52591,4,816,1,3,3,1,2
13973,42,147270,4,737,2,1,3,2,2
13974,68,64016,1,521,3,2,2,3,2.5
13975,41,89017,3,755,2,2,3,1,2
13976,46,138738,3,627,2,1,3,3,3
13977,65,53959,4,698,3,3,3,2,3
13978,60,85438,5,602,3,2,3,3,3
13979,24,101464,5,764,1,1,3,1,1
13980,68,134571,4,802,3,1,3,1,2
13981,46,25223,2,619,2,3,2,3,2.5
13982,20,48213,3,699,1,3,3,2,3
13983,26,94639,3,545,1,2,3,3,3
13984,54,124002,3,646,3,1,3,3,3
13985,59,122857,0,570,3,1,1,3,2
13986,55,116030,1,801,3,1,2,1,2
13987,27,136102,3,819,1,1,3,1,1
13988,35,55487,5,740,2,3,3,2,2.5
13989,27,68777,1,747,1,2,2,2,2
13990,41,94078,4,842,2,2,3,1,2
13991,37,42777,1,704,2,3,2,2,2
13992,61,115383,5,567,3,1,3,3,3
13993,48,138849,4,762,2,1,3,1,2
13994,55,80850,0,587,3,2,1,3,3
13995,57,131027,4,745,3,1,3,2,3
13996,67,110002,3,839,3,1,3,1,2
13997,33,47924,3,675,2,3,3,2,2.5
13998,32,74639,4,573,2,2,3,3,2.5
13999,70,75042,3,613,3,2,3,3,3
14000,23,68796,5,819,1,2,3,1,2
14001,37,103255,1,613,2,1,2,3,2
14002,52,56955,5,714,3,3,3,2,3
14003,52,39756,4,723,3,3,3,2,3
14004,56,50081,2,719,3,3,2,2,2.5
14005,65,42113,1,564,3,3,2,3,3
14006,33,85587,1,633,2,2,2,3,2
14007,32,56769,3,562,2,3,3,3,3
14008,69,117335,1,717,3,1,2,2,2
14009,34,88978,0,646,2,2,1,3,2
14010,68,117112,2,612,3,1,2,3,3
14011,58,67656,0,735,3,2,1,2,2
14012,39,133246,1,645,2,1,2,3,2
14013,44,99317,2,841,2,2,2,1,2
14014,62,118896,4,818,3,1,3,1,2
14015,48,25540,5,542,2,3,3,3,3
14016,31,102754,0,578,2,1,1,3,2
14017,51,106167,2,520,3,1,2,3,3
14018,44,68491,3,539,2,2,3,3,2.5
14019,69,67768,5,727,3,2,3,2,2.5
14020,26,35819,0,668,1,3,1,2,2
14021,22,86551,1,831,1,2,2,1,1.5
14022,65,79161,0,730,3,2,1,2,2
14023,25,109034,1,757,1,1,2,1,1
14024,50,145531,4,512,2,1,3,3,3
14025,46,32412,1,624,2,3,2,3,2.5
14026,69,84635,4,587,3,2,3,3,3
14027,64,97695,2,801,3,2,2,1,2
14028,47,94823,3,546,2,2,3,3,2.5
14029,22,123037,5,730,1,1,3,2,2
14030,37,92660,0,520,2,2,1,3,2
14031,22,97800,3,601,1,2,3,3,3
14032,62,52276,2,514,3,3,2,3,3
14033,20,91094,2,639,1,2,2,3,2
14034,30,106120,4,540,1,1,3,3,2
14035,25,107451,0,842,1,1,1,1,1
14036,38,145935,5,706,2,1,3,2,2
14037,62,98675,0,582,3,2,1,3,3
14038,64,59341,2,669,3,3,2,2,2.5
14039,28,122012,4,523,1,1,3,3,2
14040,39,98481,1,644,2,2,2,3,2
14041,24,122236,4,602,1,1,3,3,2
14042,54,94591,0,556,3,2,1,3,3
14043,52,61269,5,743,3,2,3,2,2.5
14044,24,132527,0,566,1,1,1,3,1
14045,42,133617,4,543,2,1,3,3,3
14046,65,103845,4,681,3,1,3,2,3
14047,55,128797,0,557,3,1,1,3,2
14048,41,49548,2,580,2,3,2,3,2.5
14049,26,46215,4,791,1,3,3,1,2
14050,27,52306,0,546,1,3,1,3,2
14051,20,54035,4,829,1,3,3,1,2
14052,69,117812,2,722,3,1,2,2,2
14053,53,68084,3,601,3,2,3,3,3
14054,36,99504,5,725,2,2,3,2,2
14055,51,119274,5,630,3,1,3,3,3
14056,20,120253,5,567,1,1,3,3,2
14057,27,22132,3,810,1,3,3,1,2
14058,45,34131,0,819,2,3,1,1,2
14059,24,49498,3,645,1,3,3,3,3
14060,19,48559,5,625,1,3,3,3,3
14061,25,70174,2,691,1,2,2,2,2
14062,63,38496,5,605,3,3,3,3,3
14063,49,74809,5,562,2,2,3,3,2.5
14064,52,72572,3,744,3,2,3,2,2.5
14065,51,67122,4,572,3,2,3,3,3
14066,44,144233,0,847,2,1,1,1,1
14067,49,62924,5,653,2,2,3,2,2
14068,60,36986,4,700,3,3,3,2,3
14069,25,26250,4,786,1,3,3,1,2
14070,25,24472,4,637,1,3,3,3,3
14071,55,116245,2,799,3,1,2,1,2
14072,29,40749,3,846,1,3,3,1,2
14073,37,56554,3,544,2,3,3,3,3
14074,62,24685,4,664,3,3,3,2,3
14075,27,147694,5,703,1,1,3,2,2
14076,29,110807,0,803,1,1,1,1,1
14077,36,106056,1,606,2,1,2,3,2
14078,45,109778,1,540,2,1,2,3,2
14079,65,72530,3,641,3,2,3,3,3
14080,61,54807,1,803,3,3,2,1,3
14081,33,36552,0,780,2,3,1,1,2
14082,40,134841,0,786,2,1,1,1,1
14083,59,38945,3,735,3,3,3,2,3
14084,31,91905,4,803,2,2,3,1,2
14085,69,28962,1,621,3,3,2,3,3
14086,70,124001,4,521,3,1,3,3,3
14087,61,54557,0,791,3,3,1,1,2
14088,35,134999,4,828,2,1,3,1,2
14089,58,95594,3,808,3,2,3,1,3
14090,41,120762,2,592,2,1,2,3,2
14091,64,135812,0,680,3,1,1,2,2
14092,26,32903,1,601,1,3,2,3,3
14093,25,116807,0,789,1,1,1,1,1
14094,49,87264,0,760,2,2,1,1,1.5
14095,33,55224,4,640,2,3,3,3,3
14096,55,111207,4,635,3,1,3,3,3
14097,32,35551,4,540,2,3,3,3,3
14098,39,120101,4,602,2,1,3,3,3
14099,31,53013,3,574,2,3,3,3,3
14100,57,23890,3,608,3,3,3,3,3
14101,56,49907,4,623,3,3,3,3,3
14102,28,145899,1,661,1,1,2,2,1.5
14103,69,94170,1,800,3,2,2,1,2
14104,50,73139,0,810,2,2,1,1,1.5
14105,24,147846,1,790,1,1,2,1,1
14106,32,112790,4,844,2,1,3,1,2
14107,45,144440,4,734,2,1,3,2,2
14108,19,72014,4,506,1,2,3,3,3
14109,32,132325,3,679,2,1,3,2,2
14110,68,26288,0,590,3,3,1,3,3
14111,43,147874,0,568,2,1,1,3,2
14112,36,53035,3,676,2,3,3,2,2.5
14113,69,49824,3,683,3,3,3,2,3
14114,21,110997,4,825,1,1,3,1,1
14115,27,142424,3,817,1,1,3,1,1
14116,38,84701,0,829,2,2,1,1,1.5
14117,32,43382,1,715,2,3,2,2,2
14118,43,34385,3,548,2,3,3,3,3
14119,34,144330,5,721,2,1,3,2,2
14120,58,73282,4,575,3,2,3,3,3
14121,51,81026,1,587,3,2,2,3,2.5
14122,53,123907,5,682,3,1,3,2,3
14123,52,59676,2,672,3,3,2,2,2.5
14124,19,36190,0,708,1,3,1,2,2
14125,44,54975,5,674,2,3,3,2,2.5
14126,31,36138,2,642,2,3,2,3,2.5
14127,47,49769,3,613,2,3,3,3,3
14128,35,75516,5,798,2,2,3,1,2
14129,46,116410,0,763,2,1,1,1,1
14130,53,34015,4,651,3,3,3,2,3
14131,44,88470,1,757,2,2,2,1,2
14132,20,119738,4,704,1,1,3,2,2
14133,54,98289,5,647,3,2,3,3,3
14134,26,27946,0,702,1,3,1,2,2
14135,42,95347,0,573,2,2,1,3,2
14136,69,136264,2,519,3,1,2,3,3
14137,54,134570,2,528,3,1,2,3,3
14138,50,96486,5,749,2,2,3,2,2
14139,61,55368,3,833,3,3,3,1,3
14140,38,52003,1,703,2,3,2,2,2
14141,22,57436,0,508,1,3,1,3,2
14142,70,103776,0,728,3,1,1,2,2
14143,39,109440,4,718,2,1,3,2,2
14144,68,78926,4,825,3,2,3,1,3
14145,46,39620,5,787,2,3,3,1,3
14146,27,116047,0,641,1,1,1,3,1
14147,42,83815,1,727,2,2,2,2,2
14148,19,42057,3,641,1,3,3,3,3
14149,66,146022,4,769,3,1,3,1,2
14150,31,36169,0,641,2,3,1,3,3
14151,69,68309,5,644,3,2,3,3,3
14152,24,146871,4,617,1,1,3,3,2
14153,24,81213,0,832,1,2,1,1,1
14154,24,140058,4,756,1,1,3,1,1
14155,21,39163,5,663,1,3,3,2,3
14156,66,25112,0,588,3,3,1,3,3
14157,53,22440,1,841,3,3,2,1,3
14158,68,127523,1,587,3,1,2,3,3
14159,25,119168,4,657,1,1,3,2,2
14160,56,74790,4,645,3,2,3,3,3
14161,60,99697,2,742,3,2,2,2,2
14162,46,115960,5,776,2,1,3,1,2
14163,29,123260,1,748,1,1,2,2,1.5
14164,68,89334,2,665,3,2,2,2,2
14165,49,78936,0,654,2,2,1,2,2
14166,23,144698,0,515,1,1,1,3,1
14167,49,70401,3,663,2,2,3,2,2
14168,32,132667,4,554,2,1,3,3,3
14169,55,58094,1,676,3,3,2,2,2.5
14170,68,64857,5,616,3,2,3,3,3
14171,51,139595,0,751,3,1,1,1,1
14172,44,76173,4,666,2,2,3,2,2
14173,52,109267,0,834,3,1,1,1,1
14174,25,77026,0,692,1,2,1,2,1.5
14175,65,103655,0,685,3,1,1,2,2
14176,55,30581,3,585,3,3,3,3,3
14177,33,80886,1,775,2,2,2,1,2
14178,40,79091,0,540,2,2,1,3,2
14179,41,85788,5,721,2,2,3,2,2
14180,38,133852,5,670,2,1,3,2,2
14181,21,147029,5,728,1,1,3,2,2
14182,57,118846,4,593,3,1,3,3,3
14183,67,130862,4,721,3,1,3,2,3
14184,65,95078,0,728,3,2,1,2,2
14185,21,119132,4,577,1,1,3,3,2
14186,46,127025,5,518,2,1,3,3,3
14187,53,133118,4,686,3,1,3,2,3
14188,56,117806,3,644,3,1,3,3,3
14189,42,135060,3,806,2,1,3,1,2
14190,32,35547,1,504,2,3,2,3,2.5
14191,23,144861,0,633,1,1,1,3,1
14192,22,137400,1,585,1,1,2,3,2
14193,35,142883,3,739,2,1,3,2,2
14194,65,40542,3,510,3,3,3,3,3
14195,37,91755,0,781,2,2,1,1,1.5
14196,69,120912,0,747,3,1,1,2,2
14197,24,112453,4,590,1,1,3,3,2
14198,53,84906,0,663,3,2,1,2,2
14199,69,48530,3,573,3,3,3,3,3
14200,38,27212,3,655,2,3,3,2,2.5
14201,56,120398,3,543,3,1,3,3,3
14202,25,40884,5,516,1,3,3,3,3
14203,53,73594,0,643,3,2,1,3,3
14204,68,68053,0,839,3,2,1,1,2
14205,36,51804,4,746,2,3,3,2,2.5
14206,29,110570,0,602,1,1,1,3,1
14207,34,51116,4,625,2,3,3,3,3
14208,70,120343,5,594,3,1,3,3,3
14209,68,71517,1,695,3,2,2,2,2
14210,66,69045,5,632,3,2,3,3,3
14211,40,70772,2,570,2,2,2,3,2
14212,62,143702,5,659,3,1,3,2,3
14213,68,65674,2,708,3,2,2,2,2
14214,22,119106,0,764,1,1,1,1,1
14215,38,112491,0,842,2,1,1,1,1
14216,32,39214,0,660,2,3,1,2,2
14217,43,55474,5,599,2,3,3,3,3
14218,48,31689,3,712,2,3,3,2,2.5
14219,45,82434,5,649,2,2,3,3,2.5
14220,43,37807,1,743,2,3,2,2,2
14221,52,95920,4,685,3,2,3,2,2.5
14222,42,111386,3,673,2,1,3,2,2
14223,32,115078,4,832,2,1,3,1,2
14224,69,51979,0,654,3,3,1,2,3
14225,43,90688,3,504,2,2,3,3,2.5
14226,43,53390,4,606,2,3,3,3,3
14227,51,67124,2,731,3,2,2,2,2
14228,42,34208,5,583,2,3,3,3,3
14229,40,75006,0,604,2,2,1,3,2
14230,19,121621,4,713,1,1,3,2,2
14231,56,83035,4,634,3,2,3,3,3
14232,69,125110,5,736,3,1,3,2,3
14233,23,120075,3,568,1,1,3,3,2
14234,46,116481,0,731,2,1,1,2,1.5
14235,33,22982,2,664,2,3,2,2,2
14236,48,111097,0,645,2,1,1,3,2
14237,68,47760,0,838,3,3,1,1,2
14238,21,53068,4,553,1,3,3,3,3
14239,23,138002,1,835,1,1,2,1,1
14240,25,116616,1,640,1,1,2,3,2
14241,67,122876,2,636,3,1,2,3,3
14242,25,100254,3,574,1,1,3,3,2
14243,51,66154,5,637,3,2,3,3,3
14244,36,145118,2,770,2,1,2,1,1.5
14245,64,134940,0,793,3,1,1,1,1
14246,26,39293,4,507,1,3,3,3,3
14247,21,56099,5,802,1,3,3,1,2
14248,64,24554,4,719,3,3,3,2,3
14249,22,45230,4,519,1,3,3,3,3
14250,67,36577,4,558,3,3,3,3,3
14251,41,145761,5,577,2,1,3,3,3
14252,43,131353,5,712,2,1,3,2,2
14253,69,118701,4,652,3,1,3,2,3
14254,44,108977,0,838,2,1,1,1,1
14255,23,128214,0,687,1,1,1,2,1
14256,59,58193,5,752,3,3,3,1,3
14257,32,52484,4,754,2,3,3,1,3
14258,50,148831,3,528,2,1,3,3,3
14259,57,138743,5,842,3,1,3,1,2
14260,38,101061,2,820,2,1,2,1,1.5
14261,24,133432,1,627,1,1,2,3,2
14262,30,117725,0,702,1,1,1,2,1
14263,63,112186,4,547,3,1,3,3,3
14264,48,76853,0,760,2,2,1,1,1.5
14265,20,100999,0,615,1,1,1,3,1
14266,51,37437,1,805,3,3,2,1,3
14267,47,111559,4,523,2,1,3,3,3
14268,69,86808,3,544,3,2,3,3,3
14269,43,37702,4,578,2,3,3,3,3
14270,70,84893,0,630,3,2,1,3,3
14271,69,62178,3,542,3,2,3,3,3
14272,32,99532,5,756,2,2,3,1,2
14273,34,26393,1,838,2,3,2,1,2
14274,54,106346,2,788,3,1,2,1,2
14275,55,102833,1,513,3,1,2,3,3
14276,21,41634,4,615,1,3,3,3,3
14277,45,111637,1,826,2,1,2,1,1.5
14278,31,145011,4,808,2,1,3,1,2
14279,48,73633,0,752,2,2,1,1,1.5
14280,39,71292,3,580,2,2,3,3,2.5
14281,53,125116,5,647,3,1,3,3,3
14282,32,34647,1,708,2,3,2,2,2
14283,65,116730,1,536,3,1,2,3,3
14284,49,35142,0,707,2,3,1,2,2
14285,24,26284,4,579,1,3,3,3,3
14286,66,118182,0,620,3,1,1,3,2
14287,52,49757,5,537,3,3,3,3,3
14288,55,26391,0,567,3,3,1,3,3
14289,63,74112,2,542,3,2,2,3,2.5
14290,23,130062,1,759,1,1,2,1,1
14291,26,56913,4,655,1,3,3,2,3
14292,32,63735,1,533,2,2,2,3,2
14293,21,55464,0,525,1,3,1,3,2
14294,56,118298,2,587,3,1,2,3,3
14295,34,68986,4,586,2,2,3,3,2.5
14296,34,56682,1,831,2,3,2,1,2
14297,34,71595,3,739,2,2,3,2,2
14298,44,67951,2,732,2,2,2,2,2
14299,56,72771,5,838,3,2,3,1,3
14300,51,127253,4,612,3,1,3,3,3
14301,69,44072,4,541,3,3,3,3,3
14302,37,109378,4,590,2,1,3,3,3
14303,35,108211,0,731,2,1,1,2,1.5
14304,56,43787,5,724,3,3,3,2,3
14305,40,128957,5,538,2,1,3,3,3
14306,33,40461,4,669,2,3,3,2,2.5
14307,55,75804,3,513,3,2,3,3,3
14308,31,102112,3,684,2,1,3,2,2
14309,45,22145,3,664,2,3,3,2,2.5
14310,63,34027,1,632,3,3,2,3,3
14311,63,134665,2,806,3,1,2,1,2
14312,64,50640,5,724,3,3,3,2,3
14313,69,71069,3,534,3,2,3,3,3
14314,55,41503,4,531,3,3,3,3,3
14315,31,116335,5,803,2,1,3,1,2
14316,26,97650,0,798,1,2,1,1,1
14317,37,32900,3,788,2,3,3,1,3
14318,24,98155,3,546,1,2,3,3,3
14319,41,67925,0,641,2,2,1,3,2
14320,20,65492,4,791,1,2,3,1,2
14321,47,131996,5,644,2,1,3,3,3
14322,32,143881,5,714,2,1,3,2,2
14323,32,56613,1,572,2,3,2,3,2.5
14324,69,96050,5,566,3,2,3,3,3
14325,60,59071,3,780,3,3,3,1,3
14326,32,98116,4,718,2,2,3,2,2
14327,44,73147,0,591,2,2,1,3,2
14328,23,75997,0,717,1,2,1,2,1.5
14329,30,56467,2,733,1,3,2,2,2
14330,28,58730,4,584,1,3,3,3,3
14331,37,40202,4,792,2,3,3,1,3
14332,24,133950,3,722,1,1,3,2,2
14333,46,124271,2,624,2,1,2,3,2
14334,20,71191,5,804,1,2,3,1,2
14335,55,106180,2,709,3,1,2,2,2
14336,35,124252,0,536,2,1,1,3,2
14337,57,110422,2,795,3,1,2,1,2
14338,69,85261,5,716,3,2,3,2,2.5
14339,69,115588,1,656,3,1,2,2,2
14340,64,95314,1,634,3,2,2,3,2.5
14341,38,117293,3,713,2,1,3,2,2
14342,24,68185,4,578,1,2,3,3,3
14343,62,115252,4,760,3,1,3,1,2
14344,53,118280,2,609,3,1,2,3,3
14345,38,98310,1,758,2,2,2,1,2
14346,33,69098,0,583,2,2,1,3,2
14347,62,107736,5,797,3,1,3,1,2
14348,40,111188,1,821,2,1,2,1,1.5
14349,63,144267,0,594,3,1,1,3,2
14350,28,126081,3,525,1,1,3,3,2
14351,69,41208,0,668,3,3,1,2,3
14352,68,89531,0,624,3,2,1,3,3
14353,65,87789,3,574,3,2,3,3,3
14354,44,106058,1,713,2,1,2,2,2
14355,44,97939,5,641,2,2,3,3,2.5
14356,20,107849,5,663,1,1,3,2,2
14357,41,98508,0,611,2,2,1,3,2
14358,41,50157,3,623,2,3,3,3,3
14359,35,29790,3,628,2,3,3,3,3
14360,40,70795,4,546,2,2,3,3,2.5
14361,68,94188,0,824,3,2,1,1,2
14362,36,118677,2,651,2,1,2,2,2
14363,66,31751,4,646,3,3,3,3,3
14364,32,119391,0,658,2,1,1,2,1.5
14365,70,136280,4,713,3,1,3,2,3
14366,67,117043,3,667,3,1,3,2,3
14367,38,131518,0,652,2,1,1,2,1.5
14368,63,64069,3,711,3,2,3,2,2.5
14369,29,26953,5,805,1,3,3,1,2
14370,65,117223,3,511,3,1,3,3,3
14371,50,112871,4,779,2,1,3,1,2
14372,38,34614,3,586,2,3,3,3,3
14373,37,38933,4,626,2,3,3,3,3
14374,50,116292,1,579,2,1,2,3,2
14375,54,37665,2,604,3,3,2,3,3
14376,68,93039,1,767,3,2,2,1,2
14377,46,143880,0,564,2,1,1,3,2
14378,49,149452,3,764,2,1,3,1,2
14379,24,29652,0,729,1,3,1,2,2
14380,41,146174,0,707,2,1,1,2,1.5
14381,27,47321,4,596,1,3,3,3,3
14382,56,22589,4,648,3,3,3,3,3
14383,60,56018,3,574,3,3,3,3,3
14384,58,85424,3,727,3,2,3,2,2.5
14385,35,125004,4,755,2,1,3,1,2
14386,39,34044,2,838,2,3,2,1,2
14387,36,148394,5,539,2,1,3,3,3
14388,68,48041,3,800,3,3,3,1,3
14389,19,52424,5,711,1,3,3,2,3
14390,58,54021,3,628,3,3,3,3,3
14391,27,55638,0,643,1,3,1,3,2
14392,43,133301,3,772,2,1,3,1,2
14393,32,118231,3,734,2,1,3,2,2
14394,29,132380,3,768,1,1,3,1,1
14395,39,143591,2,695,2,1,2,2,2
14396,30,56393,4,720,1,3,3,2,3
14397,55,103507,3,719,3,1,3,2,3
14398,25,147676,1,525,1,1,2,3,2
14399,37,25293,0,667,2,3,1,2,2
14400,63,98824,4,741,3,2,3,2,2.5
14401,30,109221,3,750,1,1,3,2,2
14402,24,35081,4,837,1,3,3,1,2
14403,20,119707,1,709,1,1,2,2,1.5
14404,63,114330,4,757,3,1,3,1,2
14405,48,69029,0,806,2,2,1,1,1.5
14406,35,132459,4,517,2,1,3,3,3
14407,31,66402,1,561,2,2,2,3,2
14408,23,122106,2,835,1,1,2,1,1
14409,35,38448,0,675,2,3,1,2,2
14410,70,120134,2,676,3,1,2,2,2
14411,46,146721,4,658,2,1,3,2,2
14412,26,50858,1,688,1,3,2,2,2
14413,47,30917,5,537,2,3,3,3,3
14414,54,144108,3,780,3,1,3,1,2
14415,24,88912,5,594,1,2,3,3,3
14416,32,96015,5,547,2,2,3,3,2.5
14417,68,66213,5,524,3,2,3,3,3
14418,63,49893,3,531,3,3,3,3,3
14419,70,109509,3,742,3,1,3,2,3
14420,26,128280,5,610,1,1,3,3,2
14421,49,32951,3,653,2,3,3,2,2.5
14422,37,30083,5,788,2,3,3,1,3
14423,55,84588,3,515,3,2,3,3,3
14424,26,143604,5,771,1,1,3,1,1
14425,29,69993,2,724,1,2,2,2,2
14426,30,73772,0,827,1,2,1,1,1
14427,36,122908,3,681,2,1,3,2,2
14428,62,42008,1,546,3,3,2,3,3
14429,23,96328,3,729,1,2,3,2,2
14430,48,39052,4,622,2,3,3,3,3
14431,44,72466,0,701,2,2,1,2,2
14432,69,144518,3,840,3,1,3,1,2
14433,46,35012,0,839,2,3,1,1,2
14434,27,147366,4,575,1,1,3,3,2
14435,39,71084,4,556,2,2,3,3,2.5
14436,68,65513,0,557,3,2,1,3,3
14437,40,93867,5,813,2,2,3,1,2
14438,25,124760,1,517,1,1,2,3,2
14439,30,96792,0,783,1,2,1,1,1
14440,43,32514,1,634,2,3,2,3,2.5
14441,68,59892,0,792,3,3,1,1,2
14442,62,35871,0,760,3,3,1,1,2
14443,28,137769,5,830,1,1,3,1,1
14444,45,66204,3,710,2,2,3,2,2
14445,32,123331,3,551,2,1,3,3,3
14446,30,144381,4,649,1,1,3,3,2
14447,45,144471,4,548,2,1,3,3,3
14448,40,116458,5,691,2,1,3,2,2
14449,53,32590,4,533,3,3,3,3,3
14450,37,51884,3,834,2,3,3,1,3
14451,30,35738,4,831,1,3,3,1,2
14452,50,144913,0,625,2,1,1,3,2
14453,38,147180,2,577,2,1,2,3,2
14454,49,113427,1,730,2,1,2,2,2
14455,70,77998,3,698,3,2,3,2,2.5
14456,57,23108,5,540,3,3,3,3,3
14457,24,145550,1,805,1,1,2,1,1
14458,31,89396,5,660,2,2,3,2,2
14459,32,37742,3,726,2,3,3,2,2.5
14460,42,57638,3,792,2,3,3,1,3
14461,36,52592,4,788,2,3,3,1,3
14462,34,34375,0,555,2,3,1,3,3
14463,42,70161,3,835,2,2,3,1,2
14464,40,104731,3,573,2,1,3,3,3
14465,62,60412,3,732,3,2,3,2,2.5
14466,30,37694,3,674,1,3,3,2,3
14467,32,82254,3,818,2,2,3,1,2
14468,22,132706,3,654,1,1,3,2,2
14469,60,34263,3,514,3,3,3,3,3
14470,62,146551,0,798,3,1,1,1,1
14471,63,80536,5,817,3,2,3,1,3
14472,39,81239,3,641,2,2,3,3,2.5
14473,50,44548,3,512,2,3,3,3,3
14474,36,55902,4,732,2,3,3,2,2.5
14475,48,29538,0,698,2,3,1,2,2
14476,65,132734,4,673,3,1,3,2,3
14477,66,117889,5,755,3,1,3,1,2
14478,55,115758,0,729,3,1,1,2,2
14479,59,33587,1,798,3,3,2,1,3
14480,36,107021,2,575,2,1,2,3,2
14481,35,62745,4,656,2,2,3,2,2
14482,46,109031,3,686,2,1,3,2,2
14483,37,117806,5,524,2,1,3,3,3
14484,30,40029,2,585,1,3,2,3,3
14485,62,29628,1,720,3,3,2,2,2.5
14486,70,54617,4,569,3,3,3,3,3
14487,34,122595,0,672,2,1,1,2,1.5
14488,43,63900,4,717,2,2,3,2,2
14489,69,50609,1,523,3,3,2,3,3
14490,22,58487,1,591,1,3,2,3,3
14491,20,38858,4,724,1,3,3,2,3
14492,19,125529,5,514,1,1,3,3,2
14493,50,25337,4,737,2,3,3,2,2.5
14494,68,143202,0,562,3,1,1,3,2
14495,38,117331,4,806,2,1,3,1,2
14496,64,23014,5,777,3,3,3,1,3
14497,51,58880,0,715,3,3,1,2,3
14498,31,35570,3,667,2,3,3,2,2.5
14499,65,84438,4,643,3,2,3,3,3
14500,38,129838,0,785,2,1,1,1,1
14501,60,73869,5,649,3,2,3,3,3
14502,59,125955,4,622,3,1,3,3,3
14503,43,123247,5,841,2,1,3,1,2
14504,52,47807,3,705,3,3,3,2,3
14505,54,45736,2,663,3,3,2,2,2.5
14506,27,29807,4,737,1,3,3,2,3
14507,51,24377,5,628,3,3,3,3,3
14508,19,109049,3,557,1,1,3,3,2
14509,27,138750,4,815,1,1,3,1,1
14510,40,130315,1,720,2,1,2,2,2
14511,30,52817,4,785,1,3,3,1,2
14512,37,98755,3,669,2,2,3,2,2
14513,27,127006,1,803,1,1,2,1,1
14514,70,83548,0,581,3,2,1,3,3
14515,40,144429,3,718,2,1,3,2,2
14516,68,119982,1,802,3,1,2,1,2
14517,42,132814,3,660,2,1,3,2,2
14518,67,36167,3,630,3,3,3,3,3
14519,27,123513,0,716,1,1,1,2,1
14520,36,67549,2,842,2,2,2,1,2
14521,53,142821,0,624,3,1,1,3,2
14522,23,73105,4,718,1,2,3,2,2
14523,26,122520,0,730,1,1,1,2,1
14524,66,61905,1,713,3,2,2,2,2
14525,55,45975,5,504,3,3,3,3,3
14526,27,116822,3,602,1,1,3,3,2
14527,54,62415,4,534,3,2,3,3,3
14528,46,67975,1,745,2,2,2,2,2
14529,44,71694,1,659,2,2,2,2,2
14530,38,148300,0,716,2,1,1,2,1.5
14531,29,136576,3,687,1,1,3,2,2
14532,22,75103,3,839,1,2,3,1,2
14533,53,36867,3,585,3,3,3,3,3
14534,33,132097,5,821,2,1,3,1,2
14535,60,27342,2,559,3,3,2,3,3
14536,54,67529,4,584,3,2,3,3,3
14537,23,71612,4,619,1,2,3,3,3
14538,26,32703,0,620,1,3,1,3,2
14539,24,147284,1,515,1,1,2,3,2
14540,38,92007,3,600,2,2,3,3,2.5
14541,40,52755,4,724,2,3,3,2,2.5
14542,70,31391,2,562,3,3,2,3,3
14543,26,128019,0,815,1,1,1,1,1
14544,31,127507,1,547,2,1,2,3,2
14545,42,36236,1,753,2,3,2,1,2
14546,43,52503,3,535,2,3,3,3,3
14547,55,52697,4,839,3,3,3,1,3
14548,41,54422,5,518,2,3,3,3,3
14549,39,44458,4,547,2,3,3,3,3
14550,33,137803,4,789,2,1,3,1,2
14551,30,79482,5,778,1,2,3,1,2
14552,32,128310,3,637,2,1,3,3,3
14553,56,45406,4,579,3,3,3,3,3
14554,50,58617,4,765,2,3,3,1,3
14555,42,146064,3,534,2,1,3,3,3
14556,24,37995,5,586,1,3,3,3,3
14557,70,93294,0,686,3,2,1,2,2
